Country,Technology,Grid connection,Year,Electricity generation in GWh,Type
Cyprus,Solar photovoltaic,Off-grid,2016,0,Renewable
Cyprus,Solar photovoltaic,Off-grid,2017,0,Renewable
Cyprus,Solar photovoltaic,Off-grid,2018,0,Renewable
Cyprus,Solar photovoltaic,Off-grid,2019,0,Renewable
Cyprus,Solar photovoltaic,On-grid,2015,126.659,Renewable
Cyprus,Solar photovoltaic,On-grid,2016,145.937,Renewable
Cyprus,Solar photovoltaic,On-grid,2017,172.013,Renewable
Cyprus,Solar photovoltaic,On-grid,2018,199.493,Renewable
Cyprus,Solar photovoltaic,On-grid,2019,218.267,Renewable
Cyprus,Solar thermal energy,Off-grid,2015,0,Renewable
Cyprus,Solar thermal energy,Off-grid,2016,0,Renewable
Cyprus,Solar thermal energy,Off-grid,2017,0,Renewable
Cyprus,Solar thermal energy,Off-grid,2018,0,Renewable
Cyprus,Solar thermal energy,Off-grid,2019,0,Renewable
Cyprus,Solar thermal energy,On-grid,2015,0,Renewable
Cyprus,Solar thermal energy,On-grid,2016,0,Renewable
Cyprus,Solar thermal energy,On-grid,2017,0,Renewable
Cyprus,Solar thermal energy,On-grid,2018,0,Renewable
Cyprus,Solar thermal energy,On-grid,2019,0,Renewable
Cyprus,Onshore wind energy,Off-grid,2015,0,Renewable
Cyprus,Onshore wind energy,Off-grid,2016,0,Renewable
Cyprus,Onshore wind energy,Off-grid,2017,0,Renewable
Cyprus,Onshore wind energy,Off-grid,2018,0,Renewable
Cyprus,Onshore wind energy,Off-grid,2019,0,Renewable
Cyprus,Onshore wind energy,On-grid,2015,221.857,Renewable
Cyprus,Onshore wind energy,On-grid,2016,226.701,Renewable
Cyprus,Onshore wind energy,On-grid,2017,211.448,Renewable
Cyprus,Onshore wind energy,On-grid,2018,221.04,Renewable
Cyprus,Onshore wind energy,On-grid,2019,238.565,Renewable
Cyprus,Offshore wind energy,Off-grid,2015,0,Renewable
Cyprus,Offshore wind energy,Off-grid,2016,0,Renewable
Cyprus,Offshore wind energy,Off-grid,2017,0,Renewable
Cyprus,Offshore wind energy,Off-grid,2018,0,Renewable
Cyprus,Offshore wind energy,Off-grid,2019,0,Renewable
Cyprus,Offshore wind energy,On-grid,2015,0,Renewable
Cyprus,Offshore wind energy,On-grid,2016,0,Renewable
Cyprus,Offshore wind energy,On-grid,2017,0,Renewable
Cyprus,Offshore wind energy,On-grid,2018,0,Renewable
Cyprus,Offshore wind energy,On-grid,2019,0,Renewable
Cyprus,Renewable hydropower,Off-grid,2015,0,Renewable
Cyprus,Renewable hydropower,Off-grid,2016,0,Renewable
Cyprus,Renewable hydropower,Off-grid,2017,0,Renewable
Cyprus,Renewable hydropower,Off-grid,2018,0,Renewable
Cyprus,Renewable hydropower,Off-grid,2019,0,Renewable
Cyprus,Renewable hydropower,On-grid,2015,0,Renewable
Cyprus,Renewable hydropower,On-grid,2016,0,Renewable
Cyprus,Renewable hydropower,On-grid,2017,0,Renewable
Cyprus,Renewable hydropower,On-grid,2018,0,Renewable
Cyprus,Renewable hydropower,On-grid,2019,0,Renewable
Cyprus,Pumped storage,Off-grid,2015,0,Renewable
Cyprus,Pumped storage,Off-grid,2016,0,Renewable
Cyprus,Pumped storage,Off-grid,2017,0,Renewable
Cyprus,Pumped storage,Off-grid,2018,0,Renewable
Cyprus,Pumped storage,Off-grid,2019,0,Renewable
Cyprus,Pumped storage,On-grid,2015,0,Renewable
Cyprus,Pumped storage,On-grid,2016,0,Renewable
Cyprus,Pumped storage,On-grid,2017,0,Renewable
Cyprus,Pumped storage,On-grid,2018,0,Renewable
Cyprus,Pumped storage,On-grid,2019,0,Renewable
Cyprus,Marine energy,Off-grid,2015,0,Renewable
Cyprus,Marine energy,Off-grid,2016,0,Renewable
Cyprus,Marine energy,Off-grid,2017,0,Renewable
Cyprus,Marine energy,Off-grid,2018,0,Renewable
Cyprus,Marine energy,Off-grid,2019,0,Renewable
Cyprus,Marine energy,On-grid,2015,0,Renewable
Cyprus,Marine energy,On-grid,2016,0,Renewable
Cyprus,Marine energy,On-grid,2017,0,Renewable
Cyprus,Marine energy,On-grid,2018,0,Renewable
Cyprus,Marine energy,On-grid,2019,0,Renewable
Cyprus,Solid biofuels,Off-grid,2015,0,Renewable
Cyprus,Solid biofuels,Off-grid,2016,0,Renewable
Cyprus,Solid biofuels,Off-grid,2017,0,Renewable
Cyprus,Solid biofuels,Off-grid,2018,0,Renewable
Cyprus,Solid biofuels,Off-grid,2019,0,Renewable
Cyprus,Solid biofuels,On-grid,2015,0,Renewable
Cyprus,Solid biofuels,On-grid,2016,0,Renewable
Cyprus,Solid biofuels,On-grid,2017,0,Renewable
Cyprus,Solid biofuels,On-grid,2018,0,Renewable
Cyprus,Solid biofuels,On-grid,2019,0,Renewable
Cyprus,Renewable municipal waste,Off-grid,2015,0,Renewable
Cyprus,Renewable municipal waste,Off-grid,2016,0,Renewable
Cyprus,Renewable municipal waste,Off-grid,2017,0,Renewable
Cyprus,Renewable municipal waste,Off-grid,2018,0,Renewable
Cyprus,Renewable municipal waste,Off-grid,2019,0,Renewable
Cyprus,Renewable municipal waste,On-grid,2015,0,Renewable
Cyprus,Renewable municipal waste,On-grid,2016,0,Renewable
Cyprus,Renewable municipal waste,On-grid,2017,0,Renewable
Cyprus,Renewable municipal waste,On-grid,2018,0,Renewable
Cyprus,Renewable municipal waste,On-grid,2019,0,Renewable
Cyprus,Liquid biofuels,Off-grid,2015,0,Renewable
Cyprus,Liquid biofuels,Off-grid,2016,0,Renewable
Cyprus,Liquid biofuels,Off-grid,2017,0,Renewable
Cyprus,Liquid biofuels,Off-grid,2018,0,Renewable
Cyprus,Liquid biofuels,Off-grid,2019,0,Renewable
Cyprus,Liquid biofuels,On-grid,2015,0,Renewable
Cyprus,Liquid biofuels,On-grid,2016,0,Renewable
Cyprus,Liquid biofuels,On-grid,2017,0,Renewable
Cyprus,Liquid biofuels,On-grid,2018,0,Renewable
Cyprus,Liquid biofuels,On-grid,2019,0,Renewable
Cyprus,Biogas,Off-grid,2015,0,Renewable
Cyprus,Biogas,Off-grid,2016,0,Renewable
Cyprus,Biogas,Off-grid,2017,0,Renewable
Cyprus,Biogas,Off-grid,2018,0,Renewable
Cyprus,Biogas,Off-grid,2019,0,Renewable
Cyprus,Biogas,On-grid,2015,51,Renewable
Cyprus,Biogas,On-grid,2016,52,Renewable
Cyprus,Biogas,On-grid,2017,51.75,Renewable
Cyprus,Biogas,On-grid,2018,56.896,Renewable
Cyprus,Biogas,On-grid,2019,57.92,Renewable
Cyprus,Geothermal energy,Off-grid,2015,0,Renewable
Cyprus,Geothermal energy,Off-grid,2016,0,Renewable
Cyprus,Geothermal energy,Off-grid,2017,0,Renewable
Cyprus,Geothermal energy,Off-grid,2018,0,Renewable
Cyprus,Geothermal energy,Off-grid,2019,0,Renewable
Cyprus,Geothermal energy,On-grid,2015,0,Renewable
Cyprus,Geothermal energy,On-grid,2016,0,Renewable
Cyprus,Geothermal energy,On-grid,2017,0,Renewable
Cyprus,Geothermal energy,On-grid,2018,0,Renewable
Cyprus,Geothermal energy,On-grid,2019,0,Renewable
Cyprus,Coal and peat,Off-grid,2015,0,Non renewable
Cyprus,Coal and peat,Off-grid,2016,0,Non renewable
Cyprus,Coal and peat,Off-grid,2017,0,Non renewable
Cyprus,Coal and peat,Off-grid,2018,0,Non renewable
Cyprus,Coal and peat,Off-grid,2019,0,Non renewable
Cyprus,Coal and peat,On-grid,2015,0,Non renewable
Cyprus,Coal and peat,On-grid,2016,0,Non renewable
Cyprus,Coal and peat,On-grid,2017,0,Non renewable
Cyprus,Coal and peat,On-grid,2018,0,Non renewable
Cyprus,Coal and peat,On-grid,2019,0,Non renewable
Cyprus,Oil,Off-grid,2015,0,Non renewable
Cyprus,Oil,Off-grid,2016,0,Non renewable
Cyprus,Oil,Off-grid,2017,0,Non renewable
Cyprus,Oil,Off-grid,2018,0,Non renewable
Cyprus,Oil,Off-grid,2019,0,Non renewable
Cyprus,Oil,On-grid,2015,4135,Non renewable
Cyprus,Oil,On-grid,2016,4463,Non renewable
Cyprus,Oil,On-grid,2017,4569.154,Non renewable
Cyprus,Oil,On-grid,2018,4583.138,Non renewable
Cyprus,Oil,On-grid,2019,4626.739,Non renewable
Cyprus,Natural gas,Off-grid,2015,0,Non renewable
Cyprus,Natural gas,Off-grid,2016,0,Non renewable
Cyprus,Natural gas,Off-grid,2017,0,Non renewable
Cyprus,Natural gas,Off-grid,2018,0,Non renewable
Cyprus,Natural gas,Off-grid,2019,0,Non renewable
Cyprus,Natural gas,On-grid,2015,0,Non renewable
Cyprus,Natural gas,On-grid,2016,0,Non renewable
Cyprus,Natural gas,On-grid,2017,0,Non renewable
Cyprus,Natural gas,On-grid,2018,0,Non renewable
Cyprus,Natural gas,On-grid,2019,0,Non renewable
Cyprus,Nuclear,Off-grid,2015,0,Non renewable
Cyprus,Nuclear,Off-grid,2016,0,Non renewable
Cyprus,Nuclear,Off-grid,2017,0,Non renewable
Cyprus,Nuclear,Off-grid,2018,0,Non renewable
Cyprus,Nuclear,Off-grid,2019,0,Non renewable
Cyprus,Nuclear,On-grid,2015,0,Non renewable
Cyprus,Nuclear,On-grid,2016,0,Non renewable
Cyprus,Nuclear,On-grid,2017,0,Non renewable
Cyprus,Nuclear,On-grid,2018,0,Non renewable
Cyprus,Nuclear,On-grid,2019,0,Non renewable
Cyprus,Fossil fuels n.e.s.,Off-grid,2015,0,Non renewable
Cyprus,Fossil fuels n.e.s.,Off-grid,2016,0,Non renewable
Cyprus,Fossil fuels n.e.s.,Off-grid,2017,0,Non renewable
Cyprus,Fossil fuels n.e.s.,Off-grid,2018,0,Non renewable
Cyprus,Fossil fuels n.e.s.,Off-grid,2019,0,Non renewable
Cyprus,Fossil fuels n.e.s.,On-grid,2015,0,Non renewable
Cyprus,Fossil fuels n.e.s.,On-grid,2016,0,Non renewable
Cyprus,Fossil fuels n.e.s.,On-grid,2017,0,Non renewable
Cyprus,Fossil fuels n.e.s.,On-grid,2018,0,Non renewable
Cyprus,Fossil fuels n.e.s.,On-grid,2019,0,Non renewable
Cyprus,Other non-renewable energy,Off-grid,2015,0,Non renewable
Cyprus,Other non-renewable energy,Off-grid,2016,0,Non renewable
Cyprus,Other non-renewable energy,Off-grid,2017,0,Non renewable
Cyprus,Other non-renewable energy,Off-grid,2018,0,Non renewable
Cyprus,Other non-renewable energy,Off-grid,2019,0,Non renewable
Cyprus,Other non-renewable energy,On-grid,2015,0,Non renewable
Cyprus,Other non-renewable energy,On-grid,2016,0,Non renewable
Cyprus,Other non-renewable energy,On-grid,2017,0,Non renewable
Cyprus,Other non-renewable energy,On-grid,2018,0,Non renewable
Cyprus,Other non-renewable energy,On-grid,2019,0,Non renewable
Czechia,Solar photovoltaic,Off-grid,2015,0,Renewable
Czechia,Solar photovoltaic,Off-grid,2016,0,Renewable
Czechia,Solar photovoltaic,Off-grid,2017,0,Renewable
Czechia,Solar photovoltaic,Off-grid,2018,0,Renewable
Czechia,Solar photovoltaic,Off-grid,2019,0,Renewable
Czechia,Solar photovoltaic,On-grid,2015,2263.846,Renewable
Czechia,Solar photovoltaic,On-grid,2016,2131.455,Renewable
Czechia,Solar photovoltaic,On-grid,2017,2193.367,Renewable
Czechia,Solar photovoltaic,On-grid,2018,2358.881,Renewable
Czechia,Solar photovoltaic,On-grid,2019,2311.574,Renewable
Czechia,Solar thermal energy,Off-grid,2015,0,Renewable
Czechia,Solar thermal energy,Off-grid,2016,0,Renewable
Czechia,Solar thermal energy,Off-grid,2017,0,Renewable
Czechia,Solar thermal energy,Off-grid,2018,0,Renewable
Czechia,Solar thermal energy,Off-grid,2019,0,Renewable
Czechia,Solar thermal energy,On-grid,2015,0,Renewable
Czechia,Solar thermal energy,On-grid,2016,0,Renewable
Czechia,Solar thermal energy,On-grid,2017,0,Renewable
Czechia,Solar thermal energy,On-grid,2018,0,Renewable
Czechia,Solar thermal energy,On-grid,2019,0,Renewable
Czechia,Onshore wind energy,Off-grid,2015,0,Renewable
Czechia,Onshore wind energy,Off-grid,2016,0,Renewable
Czechia,Onshore wind energy,Off-grid,2017,0,Renewable
Czechia,Onshore wind energy,Off-grid,2018,0,Renewable
Czechia,Onshore wind energy,Off-grid,2019,0,Renewable
Czechia,Onshore wind energy,On-grid,2015,572.612,Renewable
Czechia,Onshore wind energy,On-grid,2016,496.957,Renewable
Czechia,Onshore wind energy,On-grid,2017,591.038,Renewable
Czechia,Onshore wind energy,On-grid,2018,609.33,Renewable
Czechia,Onshore wind energy,On-grid,2019,700.014,Renewable
Czechia,Offshore wind energy,Off-grid,2015,0,Renewable
Czechia,Offshore wind energy,Off-grid,2016,0,Renewable
Czechia,Offshore wind energy,Off-grid,2017,0,Renewable
Czechia,Offshore wind energy,Off-grid,2018,0,Renewable
Czechia,Offshore wind energy,Off-grid,2019,0,Renewable
Czechia,Offshore wind energy,On-grid,2015,0,Renewable
Czechia,Offshore wind energy,On-grid,2016,0,Renewable
Czechia,Offshore wind energy,On-grid,2017,0,Renewable
Czechia,Offshore wind energy,On-grid,2018,0,Renewable
Czechia,Offshore wind energy,On-grid,2019,0,Renewable
Czechia,Renewable hydropower,Off-grid,2015,0,Renewable
Czechia,Renewable hydropower,Off-grid,2016,0,Renewable
Czechia,Renewable hydropower,Off-grid,2017,0,Renewable
Czechia,Renewable hydropower,Off-grid,2018,0,Renewable
Czechia,Renewable hydropower,Off-grid,2019,0,Renewable
Czechia,Renewable hydropower,On-grid,2015,1794.807,Renewable
Czechia,Renewable hydropower,On-grid,2016,2000.488,Renewable
Czechia,Renewable hydropower,On-grid,2017,1869.464,Renewable
Czechia,Renewable hydropower,On-grid,2018,1628.83,Renewable
Czechia,Renewable hydropower,On-grid,2019,2008.029,Renewable
Czechia,Pumped storage,Off-grid,2015,0,Renewable
Czechia,Pumped storage,Off-grid,2016,0,Renewable
Czechia,Pumped storage,Off-grid,2017,0,Renewable
Czechia,Pumped storage,Off-grid,2018,0,Renewable
Czechia,Pumped storage,Off-grid,2019,0,Renewable
Czechia,Pumped storage,On-grid,2015,1275.962,Renewable
Czechia,Pumped storage,On-grid,2016,1201.548,Renewable
Czechia,Pumped storage,On-grid,2017,1170.455,Renewable
Czechia,Pumped storage,On-grid,2018,1050.588,Renewable
Czechia,Pumped storage,On-grid,2019,1166.657,Renewable
Czechia,Marine energy,Off-grid,2015,0,Renewable
Czechia,Marine energy,Off-grid,2016,0,Renewable
Czechia,Marine energy,Off-grid,2017,0,Renewable
Czechia,Marine energy,Off-grid,2018,0,Renewable
Czechia,Marine energy,Off-grid,2019,0,Renewable
Czechia,Marine energy,On-grid,2015,0,Renewable
Czechia,Marine energy,On-grid,2016,0,Renewable
Czechia,Marine energy,On-grid,2017,0,Renewable
Czechia,Marine energy,On-grid,2018,0,Renewable
Czechia,Marine energy,On-grid,2019,0,Renewable
Czechia,Solid biofuels,Off-grid,2015,0,Renewable
Czechia,Solid biofuels,Off-grid,2016,0,Renewable
Czechia,Solid biofuels,Off-grid,2017,0,Renewable
Czechia,Solid biofuels,Off-grid,2018,0,Renewable
Czechia,Solid biofuels,Off-grid,2019,0,Renewable
Czechia,Solid biofuels,On-grid,2015,2092,Renewable
Czechia,Solid biofuels,On-grid,2016,2067,Renewable
Czechia,Solid biofuels,On-grid,2017,2213.397,Renewable
Czechia,Solid biofuels,On-grid,2018,2120.884,Renewable
Czechia,Solid biofuels,On-grid,2019,2398.734,Renewable
Czechia,Renewable municipal waste,Off-grid,2015,0,Renewable
Czechia,Renewable municipal waste,Off-grid,2016,0,Renewable
Czechia,Renewable municipal waste,Off-grid,2017,0,Renewable
Czechia,Renewable municipal waste,Off-grid,2018,0,Renewable
Czechia,Renewable municipal waste,Off-grid,2019,0,Renewable
Czechia,Renewable municipal waste,On-grid,2015,87,Renewable
Czechia,Renewable municipal waste,On-grid,2016,99,Renewable
Czechia,Renewable municipal waste,On-grid,2017,114.318,Renewable
Czechia,Renewable municipal waste,On-grid,2018,100.189,Renewable
Czechia,Renewable municipal waste,On-grid,2019,104.849,Renewable
Czechia,Liquid biofuels,Off-grid,2015,0,Renewable
Czechia,Liquid biofuels,Off-grid,2016,0,Renewable
Czechia,Liquid biofuels,Off-grid,2017,0,Renewable
Czechia,Liquid biofuels,Off-grid,2018,0,Renewable
Czechia,Liquid biofuels,Off-grid,2019,0,Renewable
Czechia,Liquid biofuels,On-grid,2015,0,Renewable
Czechia,Liquid biofuels,On-grid,2016,0,Renewable
Czechia,Liquid biofuels,On-grid,2017,0,Renewable
Czechia,Liquid biofuels,On-grid,2018,0,Renewable
Czechia,Liquid biofuels,On-grid,2019,0,Renewable
Czechia,Biogas,Off-grid,2015,0,Renewable
Czechia,Biogas,Off-grid,2016,0,Renewable
Czechia,Biogas,Off-grid,2017,0,Renewable
Czechia,Biogas,Off-grid,2018,0,Renewable
Czechia,Biogas,Off-grid,2019,0,Renewable
Czechia,Biogas,On-grid,2015,2611,Renewable
Czechia,Biogas,On-grid,2016,2590,Renewable
Czechia,Biogas,On-grid,2017,2639.265,Renewable
Czechia,Biogas,On-grid,2018,2607.205,Renewable
Czechia,Biogas,On-grid,2019,2528.078,Renewable
Czechia,Geothermal energy,Off-grid,2015,0,Renewable
Czechia,Geothermal energy,Off-grid,2016,0,Renewable
Czechia,Geothermal energy,Off-grid,2017,0,Renewable
Czechia,Geothermal energy,Off-grid,2018,0,Renewable
Czechia,Geothermal energy,Off-grid,2019,0,Renewable
Czechia,Geothermal energy,On-grid,2015,0,Renewable
Czechia,Geothermal energy,On-grid,2016,0,Renewable
Czechia,Geothermal energy,On-grid,2017,0,Renewable
Czechia,Geothermal energy,On-grid,2018,0,Renewable
Czechia,Geothermal energy,On-grid,2019,0,Renewable
Czechia,Coal and peat,Off-grid,2015,0,Non renewable
Czechia,Coal and peat,Off-grid,2016,0,Non renewable
Czechia,Coal and peat,Off-grid,2017,0,Non renewable
Czechia,Coal and peat,Off-grid,2018,0,Non renewable
Czechia,Coal and peat,Off-grid,2019,0,Non renewable
Czechia,Coal and peat,On-grid,2015,43837,Non renewable
Czechia,Coal and peat,On-grid,2016,44641,Non renewable
Czechia,Coal and peat,On-grid,2017,43925.284,Non renewable
Czechia,Coal and peat,On-grid,2018,43570.832,Non renewable
Czechia,Coal and peat,On-grid,2019,39449.039,Non renewable
Czechia,Oil,Off-grid,2015,0,Non renewable
Czechia,Oil,Off-grid,2016,0,Non renewable
Czechia,Oil,Off-grid,2017,0,Non renewable
Czechia,Oil,Off-grid,2018,0,Non renewable
Czechia,Oil,Off-grid,2019,0,Non renewable
Czechia,Oil,On-grid,2015,94,Non renewable
